Timestamp,TimeInMs,BlinkRate(perminute),CurrentEyeBehavior,LengthofBehavior,VelocityofBehavior,RespiratoryFrequenct(perminute),CurrentAccelX,CurrentAccelY,CurrentAccelZ,CurrentAngVelX,CurrentAngVelY,CurrentAngVelZ
07_07_2023__10_36_39,1688740599934,0,Saccade,0.0333251953125,162.128356933594,0,0.7170427,-0.6609285,-0.2476347,0.004261188,-0.03781804,0.03089361
07_07_2023__10_36_39,1688740599951,0,Saccade,0.0333251953125,162.128356933594,0,0.7170427,-0.6609285,-0.2476347,0.005326485,-0.03462215,0.02929567
07_07_2023__10_36_39,1688740599968,0,Pursuit,0,17.371753692627,0,0.7158229,-0.6638561,-0.2481227,0.004793837,-0.0340895,0.02609978
07_07_2023__10_36_39,1688740599985,0,Pursuit,0,17.371753692627,0,0.7158229,-0.6638561,-0.2481227,0.004793837,-0.0340895,0.02609978
07_07_2023__10_36_40,1688740600001,0,Pursuit,0.0333251953125,12.2972040176392,0,0.7158229,-0.6638561,-0.2481227,0.002130594,-0.03941599,0.02823037
07_07_2023__10_36_40,1688740600018,0,Pursuit,0.0333251953125,12.2972040176392,0,0.7158229,-0.6638561,-0.2481227,0.003195891,-0.03781804,0.03249156
07_07_2023__10_36_40,1688740600034,0,Pursuit,0.0666656494140625,9.5888671875,0,0.7185066,-0.6680037,-0.2434871,0.003195891,-0.03781804,0.03249156
07_07_2023__10_36_40,1688740600051,0,Pursuit,0.0666656494140625,9.5888671875,0,0.7187505,-0.6675158,-0.2439751,0.007457078,-0.0340895,0.02982831
07_07_2023__10_36_40,1688740600068,0,None,0,0,0,0.7187505,-0.6675158,-0.2439751,0.007457078,-0.03835069,0.02183859
07_07_2023__10_36_40,1688740600085,0,None,0,0,0,0.7187505,-0.6675158,-0.2439751,0.001065297,-0.04474247,0.02077329
07_07_2023__10_36_40,1688740600101,0,None,0,0,0,0.7070398,-0.6616604,-0.2425112,0.001065297,-0.04474247,0.02077329
07_07_2023__10_36_40,1688740600118,0,None,0,0,0,0.7092355,-0.6597086,-0.2439751,0,-0.04634042,0.01544681
07_07_2023__10_36_40,1688740600135,0,None,0,0,0,0.7092355,-0.6597086,-0.2439751,0.001597945,-0.04474247,0.01491416
07_07_2023__10_36_40,1688740600152,0,None,0,0,0,0.7092355,-0.6597086,-0.2439751,0.001597945,-0.04474247,0.01491416
07_07_2023__10_36_40,1688740600168,0,None,0,0,0,0.7211903,-0.6682478,-0.244951,0.006391782,-0.03941599,0.01491416
07_07_2023__10_36_40,1688740600185,0,None,0,0,0,0.7185066,-0.6677597,-0.2464148,0.01491416,-0.03781804,0.0165121
07_07_2023__10_36_40,1688740600201,0,None,0,0,0,0.7185066,-0.6677597,-0.2464148,0.01811005,-0.03888334,0.02237124
07_07_2023__10_36_40,1688740600219,0,None,0,0,0,0.7185066,-0.6677597,-0.2464148,0.01811005,-0.03888334,0.02237124
07_07_2023__10_36_40,1688740600235,0,None,0,0,0,0.7160668,-0.665808,-0.2410474,0.01544681,-0.0340895,0.02609978
07_07_2023__10_36_40,1688740600252,0,Saccade,0.0333251953125,193.975433349609,0,0.7182626,-0.6638561,-0.2390956,0.009587673,-0.02929567,0.02290388
07_07_2023__10_36_40,1688740600268,0,Saccade,0.0333251953125,193.975433349609,0,0.7182626,-0.6638561,-0.2390956,0.009587673,-0.02929567,0.02290388
07_07_2023__10_36_40,1688740600285,0,Pursuit,0,5.86064338684082,0,0.7182626,-0.6638561,-0.2390956,0.001597945,-0.02503448,0.01811005
